search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
Innovate UK,funding_org,simonbim.bsky.social,Simon Innovate,Head of Cyber-Physical @InnovateUK ,0,0,0,2024-10-20
Innovate UK,funding_org,davelovemartin.bsky.social,davelovemartin,"🦄 front-of-the-front-end engineer 
💎 design with code
✨ build to learn; iterate to innovate 🚀",0,0,0,2024-10-20
Innovate UK,funding_org,nvermaire.bsky.social,Nancy Vermaire,"mrsMarCom | Enabling ambitious & techdriven companies | Marketing | Communication | Freelance | ❤️ to innovate, create & motivate | Mantelzorg | 😷💉🦠",0,0,0,2024-10-20
Innovate UK,funding_org,erhanazrai.bsky.social,Erhan Azrai,"Help innovators innovate at kotaksakti, data analytics firm. 

Email me at erhan@kotaksakti.com",0,0,0,2024-10-20
Innovate UK,funding_org,trendigcomp.bsky.social,trendig,"We innovate, we engineer, we train and we host the most inspiring and caring conference on Agile Testing in the world @AgileTDzone.
It’s all about you.",0,0,0,2024-10-20
Innovate UK,funding_org,osmanthas.bsky.social,Osmanthas,"Business woman at 21. Looking to innovate the world of sexual desire and technology. 
CEO of Up&Cumming
link tree soon. ",0,0,0,2024-10-20
Innovate UK,funding_org,fasttappy.bsky.social,Fast Tap (Tappy),"Hello I'm Fast Tap, a tiny horse who makes normally Posts about all my OC's, and always ready to innovate in a new terrain all the time",0,0,0,2024-10-20
Innovate UK,funding_org,mehrbodestaki.bsky.social,Mehrbod Estaki,"CSO at Innovate Phytoceuticals. I science sometimes. Interested in all things #microbiome, #bioinformatics & data analysis.",0,0,0,2024-10-20
Innovate UK,funding_org,believemaster.bsky.social,Believe Master,"Online Magic Platform for Creative Indian Magicians.
Become a Believe Master - Create Innovate Inspire and Serve
online eCommerce Platform For Best Indian Magic Creativity Selling: https://www.believemaster.com",0,0,0,2024-10-20
Innovate UK,funding_org,challenging-edu.bsky.social,Challenging Education,"We challenge leaders to improve systems, processes & to innovate, raise aspirations & improve life chances everywhere | Home of RADY | Proud charity founders @achieve-equity.bsky.social  

#RADY #ThinkingDifferently 📚
#Edusky #UKed
",0,0,0,2024-10-20
Innovate UK,funding_org,felipeness.bsky.social,Felipe Ness,"Hey there 👋 I’m Felipe—Content Creator 📝, Computer Engineer 🎓, and Developer 💻. Let’s innovate together!",0,0,0,2024-10-20
Innovate UK,funding_org,dirkschluenz.bsky.social,Dirk Schluenz,"Aspire to innovate and inspire. In sports. | CEO 1. FC Nürnberg Marketing GmbH | Harvard Business School | Stanford Graduate School of Business | ex FC St. Pauli | ex Maccabi Tel Aviv FC | ex Sportfive | lived in Israel, Switzerland, Czech Republic",0,0,0,2024-10-20
Innovate UK,funding_org,jerry0906.bsky.social,Jerry,love to help people & organizations innovate themselves based on human insights. #아무말,0,0,0,2024-10-20
Innovate UK,funding_org,c2initiative.bsky.social,The College Crisis Initiative (C2i),C2i at Davidson College seeks to learn how colleges in crisis innovate.,0,0,0,2024-10-20
Innovate UK,funding_org,richardgevers.bsky.social,Richard Gevers,"Founder at Open Cities Lab, Africa Data Hub, Tenji. Non-exec Director Innovate Durban. Cities, Inclusion, Digital Gov, Data, DPI. Geeking.",0,0,0,2024-10-20
Innovate UK,funding_org,yanikkumar.bsky.social,Yanik Kumar,"I am A Creative Artists - Believe Master: Create Innovate Inspire & Serve
Join the platform for writers: https://www.feedinweb.com
Online Magic Platform For Indian Magicians: https://www.believemaster.com",0,0,0,2024-10-20
Innovate UK,funding_org,ibanway.bsky.social,IBANWAY Fintech Company,Italian Innovate Startup Fintech Open Banking PIS & AIS Services,0,0,0,2024-10-20
Innovate UK,funding_org,afpanlytics.bsky.social,AFP Analytics,"Consulting firm seeking to provide innovate insight to fans, agents, & teams. Focus on player valuation. 

Director: @kylestich.bsky.social
Analyst: @jamesfinch.bsky.social

MaxTermPod

Linktree: https://t.co/u2eaEq14HM",0,0,0,2024-10-20
Innovate UK,funding_org,hkucukali.bsky.social,Hüseyin Küçükali 🍉,"Public Health Researcher at Queen's University Belfast — I use AI, behavioral science and systems thinking to innovate in chronic disease prevention.

#PublicHealth #Epidemiology #Exposome
📍Amsterdam",0,0,0,2024-10-20
Innovate UK,funding_org,innovationchallenge.com,Innovation Challenge,"Connect, Innovate, Solve: A Global Platform for Tech Challenges",0,0,0,2024-10-20
Innovate UK,funding_org,shuwi.bsky.social,Jeroen S,"PFE/ CSA, Azure, Data & AI 
@Microsoft; #PowerBI; #Fabric: #Synapse #MCT; Love to learn & innovate. MS Employee, but my skeets are my own.",0,0,0,2024-10-20
Innovate UK,funding_org,beardedgriswald.bsky.social,Brian Reynard,Doing my best to innovate in the EdTech and Dad spaces,0,0,0,2024-10-20
Innovate UK,funding_org,osuphoenix.bsky.social,OSUPhoenix,"www.OSUPhoenix.tv
I'm a live streamer on Twitch, a Content Creator, and a graphic designer for streamers. I bring a variety of entertainment and information that aim to inspire others to innovate and use their creativity! ",0,0,0,2024-10-20
Innovate UK,funding_org,manuelkreutz.bsky.social,Manuel Kreutz | Innovation Strategy Transformation ,"Strategy and Innovation Advisor and Maker | Podcast Host @ innovate or cry | web1 veteran | biz transformation 
",0,0,0,2024-10-20
Innovate UK,funding_org,curiousmarie.bsky.social,Marie RJ- Curious Introverts,"Championing introverts from marginalized communities to embrace their innate strengths.
Leveraging curiosity to innovate.",0,0,0,2024-10-20
Innovate UK,funding_org,gofore.bsky.social,Gofore,"Pioneering an ethical digital world 🌍

We innovate, improve and incite change in our society and the way we work.",0,0,0,2024-10-20
Innovate UK,funding_org,ifowa.bsky.social,IFOWA,"IFOWA is a consultancy that helps organisations to navigate the future of work. We take a human-centred, multidisciplinary approach, integrating strategy, design, research, and policy to empower organisations to innovate and create good workplaces. ",0,0,0,2024-10-20
Innovate UK,funding_org,supernju.de,supernju° - making people innovate,"Wir inspirieren, befähigen und begleiten Menschen bei Veränderungen im Kontext von Innovation, Digitalisierung und neuer Formen der Zusammenarbeit. Run by @tomklose.com
www.supernju.de",0,0,0,2024-10-20
Innovate UK,funding_org,eliveprojecteu.bsky.social,E-LIVE Project EU,"E-LIVE aims to contribute to enhancing the digital pedagogical competencies of language teacher trainers, trainees and school teachers, in order to innovate, enrich and make more effective and meaningful lingua-culture teaching.",0,0,0,2024-10-20
Innovate UK,funding_org,eggroll.bsky.social,Eggroll🏯🇬🇧,"""I transmit; I do not innovate.""",0,0,0,2024-10-20
Innovate UK,funding_org,eleanorebd.bsky.social,Eleanor at Every Brilliant Day,Helping innovate and improve services and products in the health and public good sectors,0,0,0,2024-10-20
Innovate UK,funding_org,abubakar.bsky.social,Imam Abubakar,"Building @hacksolidity and Sqaleup Inc. | Exploring MERN, Web3, and WebML | Passionate about coding the future | Let's innovate together! 🚀",0,0,0,2024-10-20
Innovate UK,funding_org,florag.bsky.social,Flo Ragossnig,"CTO & Lead Developer @ Codeversity GmbH

Code is like humor. When you have to explain it, it’s bad. - Cory House 🚀

#Innovate #BuildTheFuture",0,0,0,2024-10-20
Innovate UK,funding_org,thedanieljlewis.bsky.social,Daniel J. Lewis,"#Christian, father, and entrepreneur! I work in #podcasting to educate, advocate for, and innovate for #podcasters. Cofounder of #InternationalPodcastDay.",0,0,0,2024-10-20
Innovate UK,funding_org,lantanagames.bsky.social,Lantana Games,"Delight. Inspire. Innovate.
Indie Dev in Boston! Creators of Mondrian - Plastic Reality & other bespoke digital entertainment.
https://lantanagames.com",0,0,0,2024-10-20
Innovate UK,funding_org,drmattlewis.bsky.social,Matt Lewis,"Using psychological science to innovate in mental health, behaviour change & wellbeing.  Also lecture at Northumbria University, Newcastle. Welsh. Wolves fan 🐺

DrMattLewis.com",0,0,0,2024-10-20
Innovate UK,funding_org,jaiselraja.bsky.social,Jaisel Raja,Innovate and Break the Rules of what's possible ,0,0,0,2024-10-20
Innovate UK,funding_org,dandelionprophet.bsky.social,DAHNKE,create / innovate / dream the future/ build the dream,0,0,0,2024-10-20
Innovate UK,funding_org,thehofftoo.bsky.social,Janet Surgi Winninghoff,"Teacher. Mom. Wife. Sister. Daughter. 
Believer in commitment, not compliance.
Instructional coach partnering with other teachers to innovate the classroom. ",0,0,0,2024-10-20
Innovate UK,funding_org,aitechinnovate.bsky.social,AI Tech Innovate,"AITechInnovate.com - Your premier source for AI and tech updates. Decoding innovation, providing insights, and building a community of tech enthusiasts! Join me on the digital journey! 🤖",0,0,0,2024-10-20
Innovate UK,funding_org,benliau.bsky.social,Ben Liau,Web3 Enthusiast looking to innovate the real estate industry,0,0,0,2024-10-20
Innovate UK,funding_org,lobsteroll.bsky.social,Chef Jason Wilson,"James Beard Award winning Chef, father, husband, fly fisherman and seeker of new adventures and ways to innovate work and life. Grateful ",0,0,0,2024-10-20
Innovate UK,funding_org,davidherrera83.bsky.social,David Herrera ,Blending expertise in tech with a heart for mentorship and a commitment to family and cultural roots. Let's innovate and grow together!,0,0,0,2024-10-20
Innovate UK,funding_org,amarpandhare.bsky.social,Amar Pandhare,🚀 Sales & Business Development Pro 🌐 |Passionate Tech Enthusiast 🤖 | Front Office Automation Advocate ⚙️ | Dedicated to Driving Growth 📈 | | Author 📚 | Social Entrepreneur 💙 | Let's connect and innovate! #Sales #Tech #Entrepreneurship,0,0,0,2024-10-20
Innovate UK,funding_org,nvrmd.bsky.social,Alex Zay,"disrupt, innovate, and transform -  let’s redefine what’s possible",0,0,0,2024-10-20
Innovate UK,funding_org,mrdaviscsit.bsky.social,Alexander Davis,"Proud Secondary Head of Computing in the West Midlands, Microsoft Innovate Educator Expert 23-24 & 24-25, Neurodiverse, Uncle, Web Developer, 29... All views are my own. 🏳️‍🌈",0,0,0,2024-10-20
Innovate UK,funding_org,nettribe-media.bsky.social,NetTribe,Your go-to guide for the latest News 🗞️& insights in the Tech Community. Learn • Innovate • inspire,0,0,0,2024-10-20
Innovate UK,funding_org,selenekade.bsky.social,Selene Kade ,"🌟 25 | Chicago | AI Content Creator and AI Model  🤖✨ | Blending tech & creativity, one post at a time | Here to inspire & innovate 💡 #aiinfluencer #aimodel

https://linktr.ee/selenekade",0,0,0,2024-10-20
Innovate UK,funding_org,tuanridwan.bsky.social,Tuan Ridwan,Innovate or die,0,0,0,2024-10-20
Innovate UK,funding_org,jarrettgoetz.bsky.social,Jarrett Goetz,"Ask yourself: Am I doing or building something awesome? Am I having fun doing it? Will it innovate or change the world, or at least my life or company? MIT & Harvard alum. Chief Product Officer 🚀",0,0,0,2024-10-20
Innovate UK,funding_org,abccopyco.com,ABC Copy Co,"Your partner in printing! From Austin Tx, we are creative team that is always hustling to innovate the future of marketing and printing for our clients.",0,0,0,2024-10-20
Innovate UK,funding_org,educateaug.bsky.social,Educate Aug,Innovate - Create - Educate * Moulding a New Dimension in Education Together.,0,0,0,2024-10-20
Innovate UK,funding_org,williamskamath.bsky.social,William,"Dedicated professional striving for excellence. 
Passionate. 
I aim to innovate and drive impactful solutions. 
Committed to continuous learning and growth, I seek to contribute positively. ",0,0,0,2024-10-20
Innovate UK,funding_org,futureofphysics.bsky.social,Edel ,"With over 20 years of experience in educational leadership, I advocate for educators at the National Education Union and innovate as Head of Physics at Campbell College. I drive curriculum development, support student growth, and promote educational CPD. ",0,0,0,2024-10-20
Innovate UK,funding_org,xeomavms.bsky.social,Xeoma Innovates,"Elevating surveillance since 2011. Xeoma VMS by Felenasoft blends AI with simplicity for smarter, safer spaces. Join our journey to revolutionize security with cutting-edge tech and seamless integration.
",0,0,0,2024-10-20
Innovate UK,funding_org,kingcrabdesigns.bsky.social,"King Crab Designs, LLC","Create | Innovate | Inspire™
Official Twitter for King Crab Designs, LLC
Graphic & Web Design • 3D Art • VFX • Photography • NYC Inspired

http://kingcrabdesigns.com",0,0,0,2024-10-20
Innovate UK,funding_org,jkrare.bsky.social,Jayakrishna G,Former Senior Software Engineer | Current Al & ML Grad Student @UBuffalo | Tech Enthusiast | Explorer of Al Ethics Deep Learning| Let's innovate together!,0,0,0,2024-10-20
Innovate UK,funding_org,scottbolen.bsky.social,Scott Bolen,"** AI Enthusiast |  Cybersecurity Champion |  Threat Hunter | ☕️ Coffee Connoisseur**
Exploring AI, & cybersecurity. Unmasking threats by day, fueled by coffee. Let's chat tech, innovate, & build a safer digital future! #tech #AI #cybersec",0,0,0,2024-10-20
Innovate UK,funding_org,codelaunchplay.bsky.social,CodeLaunchPlay on Twitch,"Innovate, Play, and Discover Uncharted Territories in Gaming with CodeLaunchPlay, where gameplay meets genuine human experience.",0,0,0,2024-10-20
