search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
Wellcome Trust,Funders and research programmes,adorrego.bsky.social,Ana Dorrego Rivas,"Neuroscientist. Postdoc @ Centre for Developmental Neurobiology - King's College London | Unconventional neurons, axons, dendrites, and how they talk to each other! | Incoming Wellcome Trust Early-Career fellow | 🇪🇸🇫🇷🇬🇧",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,jackandrews.bsky.social,Jack Andrews,"Wellcome Trust Early-Career Fellow at the University of Oxford | Social influence, mental health & adolescence ",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,aidanwarner.bsky.social,Aidan Warner,media relations at the Wellcome Trust. mostly climate change and how it affects our health.,0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,lisa-heinrich.bsky.social,Lisa Heinrich,"Government Relations at Wellcome Trust based in Berlin. I work on climate and health, infectious diseases and mental health ",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,jenniferhart.bsky.social,Jennifer Hart ,"Senior Government Relations Adviser, Wellcome Trust Germany Office",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,karelkieslich.bsky.social,Karel Kieslich,"Neuroscience & Mental Health PhD student at UCL/by Wellcome Trust | Medically trained in Prague | Depression & anhedonia following physical illness | Inflammation | Brain lesions
+ good urban design, city cycling and East European history | 🇺🇦 must win!",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,earmitage.bsky.social,Edwin Armitage,"Public Health SpR, ACL Bristol Uni, Strep A epidemiologist, formerly Wellcome Trust PhD with LSHTM in The Gambia",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,melinagaldos.bsky.social,Dr Melina Galdos,"Research Manager in Climate Change & Health 
Wellcome Trust | Prev. SPRU | Public Policy 
University of Glasgow & PUCP | ✍️@Larepublica_pe",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,kanaapie.bsky.social,kanaa ⨾ app prem ,"⨾ 𝓑usiness ࣪ ִֶָ☾. wellcome to my store
𐚁 sell app prem trusted since 2023  .ᐟ",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,cssmicrobes.bsky.social, Centre for the Social Study of Microbes,CSSM is a Wellcome Trust center based in the University of Helsinki that serves as a hub for social scientists and artists conducting research on human-microbial relations. socialmicrobes.org,0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,lauracowley.bsky.social,laura cowley ♿️,"Painter who rarely paints. Wellcome Trust doctoral researcher on Humour in the UK Disability Arts Movement | Birkbeck, University of London | Art history / (critical) medical humanities | wheelchair gardening |She/her | lauradaisycowley.com/",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,joannasemlyen.bsky.social,Professor Joanna Semlyen,"Professor of Psychology and Equality, UEA
Health inequalities 
EDI in Research
Wellcome Trust PI - IDEA
MRC IAA PI - EDIT",0,0,0,2024-10-20
Wellcome Trust,Funders and research programmes,jackmcc.bsky.social,Jack,"Wellcome Trust PhD student 
Influenza viruses researcher  🫁
Roberts lab, The University of Glasgow/Cancer research UK Scotland Institute

Interested in respiratory viruses, trained immunity and T cells!",0,0,0,2024-10-20
