search_term,organization_type,handle,display_name,description,follower_count,following_count,posts_count,search_date
NIHR ARC East Midlands,Funders and research programmes,arc-em.bsky.social,NIHR ARC East Midlands,"The NIHR ARC East Midlands is one of 15 ARCs (@nihrarcs.bsky.social) supporting applied health and care research, funded by the National Institute for Health and Care Research (@nihr.bsky.social).",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,nathanhuneke.bsky.social,Nathan Huneke,NIHR Academic Clinical Lecturer in General Adult Psychiatry at the University of Southampton ,0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,arcnenc.bsky.social,NIHR Applied Research Collaboration North East & North Cumbria,"Working together to achieve better, fairer health and care at all ages and in all places. One of 15 Applied Research Collaborations (ARCs) @nihrarcs.bsky.social in England. Funded by @nihr.bsky.social

Visit our website at www.arc-nenc.nihr.ac.uk",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,rjlhardwick.bsky.social,Rebecca Hardwick ,"Mental health researcher, co-lead for NIHR Mental Health Research Initiative in the South West Peninsula, (un)committed trail runner, childless cat lady, some time surfer and singer.  ",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,arcnwc.bsky.social,Applied Research Collaboration North West Coast (ARC NWC),"NIHR ARC North West Coast is one of 15 @nihrarcs.bsky.social
funded by the National Institute for Health and Care Research (@nihr.bsky.social). We work with our partners in the North West of England on applied health and care research.",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,nihrmaudsleybrc.bsky.social,NIHR Maudsley Biomedical Research Centre (BRC),"We are part of the National Institute for Health and Care Research and hosted by South London and Maudsley NHS Foundation Trust in partnership with King's College London. www.maudsleybrc.nihr.ac.uk
 ",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,csrejon.bsky.social,Carlos,PhD. Researcher at the University of Bristol and part of the health economic team at NIHR ARC West (@arc-west.bsky.social). Interested in implementation science.,0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,gbjornstad.bsky.social,Gretchen Bjornstad,Senior Lecturer at the University of Exeter Medical School and NIHR ARC South West Peninsula. ,0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,campainstudy.bsky.social,The CAM-Pain Study,"Researching experiences of MSK pain in children and young people in the UK.

Based at Keele University, funded by the NIHR

Email: research.campainstudy@keele.ac.uk",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,olahowell.bsky.social,Ola Howell,"NIHR Doctoral Fellow at University of Oxford, Primary Care Health Sciences, Bennett Institute. Researching COPD rescue packs use in primary care. Portfolio pharmacist🇵🇱🇬🇧",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,sooty721.bsky.social,SueW ARC-GM,Head of Operations at NIHR Applied Research Collaboration Greater Manchester.  Views expressed are my own ,0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,digitallifeline.bsky.social,Digital Lifeline Research ,"Updates from #DigitalLifeline project at Manchester Met Uni, in collaboration ARC, Good Things Foundation, LDE, and SeeAbility. Funded by NIHR",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,hrish.ee,Hrishee,"Doctor, data science. ICM ST4 in London with NIHR ACF at UCL. (@hqva on twitter)",0,0,0,2024-10-20
NIHR ARC East Midlands,Funders and research programmes,stuartgspicer.bsky.social,Stuart G. Spicer,"Healthcare & psychological researcher at NIHR ARC South West & Plymouth University. Hiking enthusiast & nature lover often found on Dartmoor. 
orcid.org/0000-0001-7585-8886 
www.researchgate.net/profile/Stuart-Spicer",0,0,0,2024-10-20
